final_cluster,ArtDeco,Cubism,Impressionism,Japonism,Naturalism,Rococo,cartoon,photo
0,2.734375,23.4375,17.578125,11.71875,28.90625,5.078125,5.078125,5.46875
1,5.357142857142857,32.142857142857146,17.857142857142858,23.214285714285715,7.142857142857142,5.357142857142857,7.142857142857142,1.7857142857142856
2,2.380952380952381,2.380952380952381,0.0,4.761904761904762,78.57142857142857,0.0,11.904761904761903,0.0
3,5.769230769230769,38.46153846153847,3.8461538461538463,33.65384615384615,4.807692307692308,12.5,0.0,0.9615384615384616
4,10.05586592178771,24.581005586592177,14.52513966480447,30.726256983240223,8.379888268156424,0.0,8.938547486033519,2.793296089385475
5,7.142857142857142,19.480519480519483,12.337662337662337,11.688311688311687,9.740259740259742,13.636363636363635,13.636363636363635,12.337662337662337
6,2.8708133971291865,17.703349282296653,26.794258373205743,5.741626794258373,13.875598086124402,8.61244019138756,2.3923444976076556,22.00956937799043
7,3.080568720379147,31.990521327014214,18.95734597156398,9.004739336492891,10.189573459715639,11.61137440758294,2.6066350710900474,12.559241706161137
